manufacturer,model_year,body_type,transmission_type,fuel_type,total_kms,total_owners,price,insurance_type,mileage(kmpl),engine(CC),torque(nm),seats,number_of_cylinders,valves_per_cylinder,super_charger,turbo_charger,drive_type,steering_type,cargo_volume,location
Hyundai,2013,Hatchback,Manual,Diesel,20000,1,300000.0,Third Party insurance,24.0,1120.0,160.0,5.0,3,4,No,No,FWD,Power,256.0,Kolkata
Maruti,2021,MUV,Manual,Petrol,10000,2,950000.0,Third Party insurance,19.01,1462.0,138.0,6.0,4,4,No,No,FWD,Power,209.0,Kolkata
Mahindra,2015,SUV,Manual,Diesel,80000,2,700000.0,Third Party insurance,16.0,1997.0,320.0,7.0,4,4,No,Yes,FWD,Power,720.0,Kolkata
Hyundai,2014,Sedan,Manual,Diesel,70000,2,280000.0,Third Party insurance,24.4,1120.0,180.4,5.0,3,4,No,No,Front Wheel Drive,Power,407.0,Kolkata
Maruti,2020,Hatchback,Manual,Petrol,6347,1,663000.0,Comprehensive,21.21,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,268.0,Kolkata
Maruti,2019,Hatchback,Automatic,Petrol,19437,2,559000.0,Comprehensive,20.89,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,260.0,Kolkata
Maruti,2019,Hatchback,Manual,Diesel,61262,1,500000.0,Third Party insurance,28.4,1248.0,190.0,5.0,4,4,No,Yes,FWD,Power,268.0,Kolkata
Tata,2021,SUV,Manual,Petrol,6059,1,934000.0,Comprehensive,17.33,1199.0,170.0,5.0,3,4,No,No,FWD,Electronic,350.0,Kolkata
Tata,2022,Hatchback,Manual,Diesel,9134,1,914000.0,Comprehensive,23.64,1497.0,200.0,5.0,4,4,No,Yes,FWD,Electronic,345.0,Kolkata
Maruti,2022,Hatchback,Manual,Petrol,23092,1,840000.0,Comprehensive,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Kolkata
Tata,2020,Hatchback,Manual,Diesel,33937,1,684000.0,Comprehensive,23.64,1497.0,200.0,5.0,4,4,No,Yes,FWD,Electronic,345.0,Kolkata
Maruti,2015,Sedan,Manual,Petrol,20000,1,524000.0,Third Party insurance,20.73,1373.0,130.0,5.0,4,4,No,No,FWD,Power,510.0,Kolkata
Toyota,2017,Hatchback,Manual,Petrol,49134,1,442000.0,Comprehensive,17.71,1197.0,104.0,5.0,4,4,No,No,FWD,Power,251.0,Kolkata
Maruti,2010,Hatchback,Manual,Petrol,71900,2,192000.0,Comprehensive,21.1,1197.0,114.0,5.0,4,4,No,No,FWD,Power,232.0,Kolkata
Maruti,2020,Hatchback,Manual,Petrol,20000,1,580000.0,Third Party insurance,21.79,998.0,90.0,5.0,3,4,No,No,FWD,Power,341.0,Kolkata
BMW,2019,Sedan,Automatic,Diesel,20000,1,3800000.0,Third Party insurance,18.12,1995.0,400.0,5.0,4,4,No,Yes,RWD,Power,520.0,Kolkata
Honda,2021,Sedan,Automatic,Petrol,10000,1,829000.0,Third Party insurance,18.3,1199.0,110.0,5.0,4,4,No,No,FWD,Electronic,420.0,Kolkata
Ford,2017,SUV,Automatic,Diesel,22336,1,2649000.0,Comprehensive,10.91,3198.0,470.0,7.0,4,4,No,Yes,4WD,Power,420.0,Kolkata
BMW,2016,SUV,Automatic,Diesel,30000,1,1950000.0,Third Party insurance,20.68,1995.0,400.0,5.0,4,4,No,Yes,4WD,Power,505.0,Kolkata
Hyundai,2019,Hatchback,Manual,Petrol,10000,2,600000.0,Third Party insurance,18.6,1197.0,114.73,5.0,4,4,No,No,FWD,Power,285.0,Kolkata
Honda,2019,Sedan,Manual,Petrol,48384,1,775000.0,Comprehensive,17.4,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Kolkata
MG,2019,SUV,Automatic,Petrol,32000,1,1365000.0,Third Party insurance,13.96,1451.0,250.0,5.0,4,4,No,Yes,FWD,Power,587.0,Kolkata
Skoda,2020,Sedan,Manual,Petrol,20000,1,850000.0,Third Party insurance,14.3,1598.0,153.0,5.0,4,4,No,No,FWD,Power,460.0,Kolkata
Toyota,2015,Sedan,Manual,Petrol,56023,1,435000.0,Comprehensive,16.78,1496.0,132.0,5.0,4,4,No,No,FWD,Power,595.0,Kolkata
Hyundai,2019,Sedan,Manual,Diesel,60840,2,956000.0,Comprehensive,22.54,1582.0,259.88,5.0,4,4,No,Yes,FWD,Power,420.0,Kolkata
Nissan,2017,Hatchback,Automatic,Petrol,18984,1,431000.0,Comprehensive,19.34,1198.0,104.0,5.0,3,4,No,No,FWD,Power,251.0,Kolkata
Maruti,2014,MUV,Manual,Petrol,50000,1,575000.0,Third Party insurance,16.02,1373.0,130.0,7.0,4,4,No,No,FWD,Power,135.0,Kolkata
Tata,2017,Sedan,Manual,Diesel,115173,1,432000.0,Comprehensive,22.95,1248.0,190.0,5.0,4,4,No,Yes,FWD,Power,390.0,Kolkata
Maruti,2014,Hatchback,Manual,Petrol,26251,1,255000.0,Third Party insurance,20.92,998.0,90.0,5.0,3,4,No,No,FWD,Power,390.0,Kolkata
Mercedes-Benz,2015,SUV,Automatic,Diesel,35700,2,1675000.0,Third Party insurance,17.9,2143.0,300.0,5.0,4,4,No,Yes,All Wheel Drive,Power,421.0,Kolkata
Maruti,2021,Hatchback,Automatic,Petrol,6230,2,479000.0,Comprehensive,21.7,998.0,90.0,5.0,3,4,No,Yes,FWD,Power,421.0,Kolkata
Tata,2020,SUV,Manual,Petrol,30000,1,763000.0,Third Party insurance,17.33,1199.0,170.0,5.0,3,4,No,No,FWD,Electronic,350.0,Kolkata
Honda,2022,Sedan,Automatic,Petrol,25228,1,846000.0,Third Party insurance,18.3,1199.0,110.0,5.0,4,4,No,No,FWD,Electronic,420.0,Kolkata
Hyundai,2019,SUV,Manual,Petrol,46717,1,999000.0,Comprehensive,15.8,1591.0,151.0,5.0,4,4,No,No,FWD,Power,400.0,Kolkata
Hyundai,2013,Hatchback,Manual,Petrol,20000,1,280000.0,Third Party insurance,20.36,1197.0,111.8,5.0,4,4,No,No,FWD,Power,400.0,Kolkata
Maruti,2018,MUV,Automatic,Petrol,120000,1,775000.0,Third Party insurance,18.69,1462.0,138.0,7.0,4,4,No,No,Two Wheel Drive,Power,209.0,Kolkata
Skoda,2014,Sedan,Manual,Diesel,65000,1,350000.0,Third Party insurance,20.5,1598.0,250.0,5.0,4,4,No,Yes,FWD,Power,460.0,Kolkata
Honda,2018,Sedan,Manual,Petrol,91000,1,445000.0,Comprehensive,19.5,1199.0,110.0,5.0,4,4,No,No,FWD,Power,420.0,Kolkata
Hyundai,2017,Hatchback,Manual,Petrol,45000,1,500000.0,Third Party insurance,17.19,1197.0,114.73,5.0,4,4,No,No,FWD,Power,285.0,Kolkata
Mercedes-Benz,2016,Coupe,Automatic,Petrol,30000,1,21000000.0,Third Party insurance,12.65,3982.0,650.0,2.0,8,4,No,Yes,RWD,Power,285.0,Kolkata
Maruti,2019,Sedan,Manual,Petrol,30000,1,825000.0,Third Party insurance,21.56,1462.0,138.0,5.0,4,4,No,No,FWD,Power,510.0,Kolkata
Maruti,2017,Hatchback,Manual,Petrol,60000,1,510000.0,Third Party insurance,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Kolkata
Toyota,2014,Sedan,Manual,Petrol,56000,1,325000.0,Third Party insurance,16.78,1496.0,132.0,5.0,4,4,No,No,FWD,Power,595.0,Kolkata
Hyundai,2016,Sedan,Manual,Petrol,54419,1,500000.0,Third Party insurance,17.01,1591.0,154.9,5.0,4,4,No,No,FWD,Power,465.0,Kolkata
Renault,2020,MUV,Automatic,Petrol,22746,1,640000.0,Comprehensive,18.2,999.0,96.0,7.0,3,4,No,No,FWD,Electronic,84.0,Kolkata
Maruti,2020,Hatchback,Manual,Petrol,5385,1,334000.0,Third Party insurance,22.05,796.0,69.0,5.0,3,4,No,No,FWD,Electronic,84.0,Kolkata
Audi,2014,Sedan,Automatic,Diesel,40375,1,1250000.0,Comprehensive,17.68,1968.0,380.0,5.0,4,4,No,Yes,FWD,Power,530.0,Kolkata
Hyundai,2020,Hatchback,Automatic,Petrol,10837,1,774000.0,Comprehensive,20.28,998.0,171.62,5.0,3,4,No,Yes,FWD,Electronic,311.0,Kolkata
Maruti,2020,Hatchback,Manual,Petrol,4521,1,326000.0,Comprehensive,22.05,796.0,69.0,5.0,3,4,No,Yes,FWD,Electronic,311.0,Kolkata
BMW,2019,Sedan,Automatic,Diesel,25990,2,2400000.0,Comprehensive,22.69,1995.0,400.0,5.0,4,4,No,Yes,RWD,Power,480.0,Kolkata
Maruti,2021,Sedan,Manual,Petrol,6805,1,634000.0,Comprehensive,22.41,1197.0,113.0,5.0,4,4,No,Yes,RWD,Electronic,378.0,Kolkata
Mercedes-Benz,2011,Sedan,Automatic,Diesel,47000,1,825000.0,Third Party insurance,14.94,2143.0,500.0,5.0,4,4,No,Yes,RWD,Power,475.0,Kolkata
Maruti,2021,Hatchback,Automatic,Petrol,23733,1,458000.0,Comprehensive,21.7,998.0,90.0,5.0,3,4,No,Yes,FWD,Power,475.0,Kolkata
Maruti,2021,Hatchback,Manual,Petrol,9473,1,414000.0,Comprehensive,21.7,998.0,89.0,5.0,3,4,No,Yes,FWD,Power,475.0,Kolkata
Renault,2013,SUV,Manual,Diesel,150000,1,310000.0,Third Party insurance,19.01,1461.0,248.0,5.0,4,4,No,Yes,FWD,Power,475.0,Kolkata
Hyundai,2015,Sedan,Automatic,Petrol,70000,2,450000.0,Third Party insurance,16.9,1197.0,114.0,5.0,4,4,No,No,Front Wheel Drive,Power,407.0,Kolkata
Volvo,2019,SUV,Automatic,Diesel,38200,2,4495000.0,Third Party insurance,11.2,1969.0,480.0,5.0,4,4,No,Yes,All Wheel Drive,Power,407.0,Kolkata
Mahindra,2020,SUV,Automatic,Diesel,76187,1,2025000.0,Comprehensive,12.05,2157.0,420.0,7.0,4,4,No,Yes,All Wheel Drive,Power,407.0,Kolkata
BMW,2016,SUV,Automatic,Diesel,40000,1,2460000.0,Third Party insurance,16.55,2993.0,560.0,5.0,6,4,No,Yes,4WD,Power,485.0,Kolkata
Honda,2008,Sedan,Automatic,Petrol,89398,3,500000.0,Comprehensive,11.7,2354.0,222.0,5.0,4,4,No,No,FWD,Power,485.0,Kolkata
Hyundai,2018,Sedan,Manual,Petrol,50000,1,900000.0,Third Party insurance,17.0,1591.0,151.0,5.0,4,4,No,No,FWD,Power,480.0,Kolkata
Toyota,2014,Sedan,Automatic,Petrol,70000,3,1200000.0,Third Party insurance,19.16,2494.0,213.0,5.0,4,4,No,No,FWD,Power,480.0,Kolkata
Mahindra,2017,SUV,Manual,Diesel,37000,1,400000.0,Third Party insurance,18.49,1493.0,240.0,7.0,3,2,No,Yes,RWD,Power,384.0,Kolkata
Ford,2011,Hatchback,Manual,Petrol,42000,2,149000.0,Comprehensive,15.6,1196.0,102.0,5.0,4,4,No,No,FWD,Power,284.0,Kolkata
Maruti,2016,Hatchback,Automatic,Petrol,19392,1,324000.0,Comprehensive,23.95,998.0,90.0,5.0,3,4,No,No,FWD,Power,177.0,Kolkata
Maruti,2021,Hatchback,Manual,Petrol,9522,1,356000.0,Comprehensive,22.05,796.0,69.0,5.0,3,4,No,No,FWD,Power,177.0,Kolkata
Honda,2014,Sedan,Manual,Petrol,28880,1,295000.0,Comprehensive,18.0,1198.0,109.0,5.0,4,4,No,No,FWD,Power,400.0,Kolkata
Chevrolet,2016,Hatchback,Manual,Petrol,19003,1,230000.0,Comprehensive,18.6,1199.0,106.5,5.0,4,4,No,No,FWD,Power,170.0,Kolkata
Maruti,2016,Hatchback,Manual,Petrol,28329,1,268000.0,Comprehensive,22.74,796.0,69.0,5.0,3,4,No,No,FWD,Power,177.0,Kolkata
Hyundai,2022,Hatchback,Manual,Petrol,9326,1,690000.0,Third Party insurance,21.0,1197.0,114.74,5.0,4,4,No,No,FWD,Electronic,311.0,Kolkata
Maruti,2020,Hatchback,Manual,Petrol,47584,1,549000.0,Comprehensive,21.21,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,268.0,Kolkata
Kia,2022,SUV,Manual,Petrol,10000,2,1600000.0,Third Party insurance,16.5,1353.0,242.0,5.0,4,4,No,Yes,FWD,Electronic,433.0,Kolkata
Hyundai,2019,Hatchback,Manual,Petrol,24021,1,487000.0,Comprehensive,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Kolkata
Maruti,2019,Hatchback,Manual,Petrol,44094,2,302000.0,Comprehensive,23.95,998.0,90.0,5.0,3,4,No,No,FWD,Power,177.0,Kolkata
Jeep,2020,SUV,Automatic,Diesel,45107,1,1750000.0,Comprehensive,17.1,1956.0,350.0,5.0,4,4,No,Yes,4WD,Power,408.0,Kolkata
Maruti,2015,Sedan,Automatic,Petrol,9470,1,425000.0,Comprehensive,18.5,1197.0,115.0,5.0,4,4,No,No,FWD,Power,320.0,Kolkata
Toyota,2007,MUV,Manual,Diesel,125000,1,284000.0,Comprehensive,12.99,2494.0,200.0,8.0,4,4,No,Yes,RWD,Power,300.0,Kolkata
Maruti,2021,Hatchback,Manual,Petrol,7000,1,430000.0,Comprehensive,21.7,998.0,89.0,5.0,3,4,No,Yes,FWD,Power,300.0,Kolkata
Maruti,2018,Hatchback,Manual,Diesel,73000,1,445000.0,Comprehensive,27.39,1248.0,190.0,5.0,4,4,No,Yes,FWD,Power,339.0,Kolkata
Maruti,2022,SUV,Manual,Petrol,11000,1,1199000.0,Comprehensive,19.89,1462.0,136.8,5.0,4,4,No,Yes,FWD,Electronic,328.0,Kolkata
Hyundai,2010,Hatchback,Manual,Petrol,30000,1,170000.0,Third Party insurance,20.36,1197.0,111.8,5.0,4,4,No,No,FWD,Power,328.0,Kolkata
Nissan,2013,SUV,Manual,Diesel,35500,1,350000.0,Comprehensive,20.45,1461.0,200.0,5.0,4,4,No,Yes,FWD,Power,475.0,Kolkata
Maruti,2019,Hatchback,Automatic,Petrol,10000,1,525000.0,Third Party insurance,22.0,1197.0,113.0,5.0,4,4,No,No,FWD,Power,268.0,Kolkata
Hyundai,2017,Hatchback,Manual,Diesel,43000,2,385000.0,Comprehensive,24.0,1186.0,190.24,5.0,3,4,No,No,FWD,Power,256.0,Kolkata
Maruti,2021,Hatchback,Manual,Cng,34144,1,498000.0,Comprehensive,32.52,998.0,78.0,5.0,3,4,No,No,FWD,Power,341.0,Kolkata
Hyundai,2021,Hatchback,Manual,Petrol,6669,1,625000.0,Third Party insurance,20.7,1197.0,113.8,5.0,4,4,No,No,FWD,Electronic,341.0,Kolkata
Hyundai,2019,Hatchback,Manual,Petrol,22618,1,494000.0,Third Party insurance,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Kolkata
Maruti,2019,Hatchback,Manual,Cng,27042,1,462000.0,Comprehensive,32.52,998.0,78.0,5.0,3,4,No,No,FWD,Power,341.0,Kolkata
Hyundai,2016,SUV,Manual,Petrol,38224,1,710000.0,Comprehensive,13.0,1591.0,151.0,5.0,4,4,No,No,FWD,Power,400.0,Kolkata
Honda,2018,Sedan,Automatic,Petrol,23379,1,889000.0,Comprehensive,18.0,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Kolkata
Mercedes-Benz,2018,Sedan,Automatic,Diesel,47000,1,2099000.0,Comprehensive,17.9,2143.0,300.0,5.0,4,4,No,Yes,FWD,Power,470.0,Kolkata
Maruti,2019,Hatchback,Manual,Petrol,21388,1,304000.0,Comprehensive,22.05,796.0,69.0,5.0,3,4,No,Yes,FWD,Power,470.0,Kolkata
Maruti,2015,Hatchback,Manual,Petrol,23005,1,308000.0,Comprehensive,18.9,998.0,90.0,5.0,3,4,No,No,FWD,Power,470.0,Kolkata
Hyundai,2021,Sedan,Automatic,Petrol,7308,1,1550000.0,Comprehensive,14.62,1999.0,192.0,5.0,4,4,No,No,FWD,Power,420.0,Kolkata
BMW,2008,Sedan,Automatic,Diesel,90000,1,500000.0,Third Party insurance,13.2,1995.0,34.7,5.0,4,4,No,Yes,FWD,Power,460.0,Kolkata
Chevrolet,2013,Hatchback,Manual,Petrol,60000,1,150000.0,Third Party insurance,18.6,1199.0,108.0,5.0,4,4,No,No,FWD,Power,170.0,Kolkata
Volkswagen,2016,Hatchback,Manual,Petrol,60000,1,395000.0,Third Party insurance,16.2,1199.0,110.0,5.0,3,4,No,No,FWD,Power,280.0,Kolkata
Kia,2020,SUV,Automatic,Petrol,36674,1,1400000.0,Comprehensive,16.5,1353.0,242.0,5.0,4,4,No,Yes,FWD,Electronic,433.0,Kolkata
Maruti,2019,Hatchback,Automatic,Petrol,20000,1,450000.0,Third Party insurance,21.79,998.0,90.0,5.0,3,4,No,No,FWD,Power,341.0,Kolkata
Maruti,2018,Sedan,Manual,Petrol,17153,1,495000.0,Comprehensive,19.0,1197.0,114.0,5.0,4,4,No,No,FWD,Power,320.0,Kolkata
Mahindra,2018,SUV,Manual,Diesel,39000,1,1078000.0,Comprehensive,16.0,2179.0,330.0,7.0,4,4,No,Yes,FWD,Power,720.0,Kolkata
Maruti,2020,Hatchback,Manual,Petrol,32165,1,460000.0,Comprehensive,21.79,998.0,90.0,5.0,3,4,No,No,FWD,Power,341.0,Kolkata
Skoda,2018,Sedan,Manual,Petrol,27447,1,560000.0,Third Party insurance,15.41,1598.0,153.0,5.0,4,4,No,No,FWD,Power,460.0,Kolkata
Maruti,2015,Hatchback,Manual,Petrol,26305,1,259000.0,Comprehensive,22.74,796.0,69.0,5.0,3,4,No,No,FWD,Power,177.0,Kolkata
Maruti,2008,Hatchback,Manual,Petrol,20000,1,130000.0,Third Party insurance,19.7,796.0,62.0,5.0,3,4,No,No,Two Wheel Drive,Manual,177.0,Kolkata
Datsun,2018,Hatchback,Manual,Petrol,17024,2,272000.0,Comprehensive,22.7,799.0,72.0,5.0,3,4,No,No,Two Wheel Drive,Power,222.0,Kolkata
Honda,2020,Sedan,Automatic,Petrol,9243,1,982000.0,Third Party insurance,18.3,1498.0,145.0,5.0,4,4,No,No,Two Wheel Drive,Electronic,506.0,Kolkata
Skoda,2017,Sedan,Manual,Petrol,100000,1,425000.0,Comprehensive,15.41,1598.0,153.0,5.0,4,4,No,No,FWD,Power,460.0,Kolkata
Datsun,2017,Hatchback,Manual,Petrol,19280,1,297000.0,Comprehensive,20.63,1198.0,104.0,5.0,3,4,No,No,FWD,Power,265.0,Kolkata
Hyundai,2019,SUV,Manual,Petrol,10000,1,750000.0,Third Party insurance,18.27,998.0,171.6,5.0,3,4,No,Yes,FWD,Power,350.0,Kolkata
Maruti,2021,Sedan,Manual,Petrol,9646,1,658000.0,Comprehensive,22.41,1197.0,113.0,5.0,4,4,No,Yes,FWD,Electronic,378.0,Kolkata
Maruti,2020,SUV,Manual,Petrol,11344,1,750000.0,Third Party insurance,18.55,1462.0,138.0,5.0,4,4,No,Yes,FWD,Electronic,375.0,Kolkata
BMW,2021,Sedan,Automatic,Petrol,17899,1,4600000.0,Comprehensive,16.13,1998.0,400.0,5.0,4,4,No,Yes,RWD,Power,480.0,Kolkata
Chevrolet,2010,Hatchback,Manual,Petrol,80000,1,150000.0,Third Party insurance,18.6,1199.0,108.0,5.0,4,4,No,No,FWD,Power,170.0,Kolkata
Tata,2006,Hatchback,Manual,Diesel,50000,1,150000.0,Third Party insurance,17.88,1396.0,85.0,5.0,4,2,No,Yes,FWD,Manual,217.0,Kolkata
Hyundai,2014,Hatchback,Manual,Diesel,35000,2,450000.0,Third Party insurance,22.54,1396.0,219.7,5.0,4,4,No,Yes,FWD,Power,295.0,Kolkata
Maruti,2015,MUV,Manual,Petrol,31244,2,565000.0,Third Party insurance,17.5,1373.0,130.0,7.0,4,4,No,No,FWD,Power,135.0,Kolkata
Hyundai,2017,Hatchback,Manual,Petrol,40000,1,410000.0,Third Party insurance,18.9,1197.0,114.0,5.0,4,4,No,No,FWD,Power,256.0,Kolkata
Chevrolet,2012,Hatchback,Manual,Petrol,30000,2,170000.0,Third Party insurance,18.6,1199.0,108.0,5.0,4,4,No,No,FWD,Power,170.0,Kolkata
Tata,2012,Sedan,Manual,Diesel,60000,1,178000.0,Third Party insurance,23.03,1396.0,140.0,5.0,4,4,No,No,FWD,Power,380.0,Kolkata
BMW,2010,Sedan,Automatic,Diesel,70000,1,895000.0,Comprehensive,16.73,2993.0,450.0,5.0,4,4,No,Yes,FWD,Power,520.0,Kolkata
Hyundai,2015,Hatchback,Manual,Petrol,65440,1,239000.0,Comprehensive,21.1,814.0,74.5,5.0,3,3,No,No,FWD,Power,215.0,Kolkata
Tata,2021,Hatchback,Manual,Petrol,35884,1,652000.0,Comprehensive,19.33,1199.0,113.0,5.0,3,4,No,No,FWD,Electronic,345.0,Kolkata
Toyota,2015,Sedan,Manual,Petrol,77500,1,550000.0,Third Party insurance,14.28,1798.0,173.0,5.0,4,4,No,No,FWD,Power,470.0,Kolkata
Toyota,2015,Sedan,Manual,Petrol,59729,1,599000.0,Comprehensive,14.28,1798.0,173.0,5.0,4,4,No,No,FWD,Power,470.0,Kolkata
Maruti,2014,Hatchback,Manual,Petrol,64854,1,199000.0,Comprehensive,22.74,796.0,69.0,5.0,3,4,No,No,FWD,Power,177.0,Kolkata
Maruti,2018,Sedan,Manual,Petrol,29836,2,575000.0,Comprehensive,22.0,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,378.0,Kolkata
Ford,2017,Sedan,Manual,Diesel,74094,1,445000.0,Comprehensive,25.83,1498.0,215.0,5.0,4,2,No,Yes,FWD,Power,359.0,Kolkata
Maruti,2021,Hatchback,Manual,Petrol,11590,1,620000.0,Comprehensive,22.38,1197.0,113.0,5.0,4,4,No,Yes,FWD,Electronic,268.0,Kolkata
Honda,2021,Hatchback,Manual,Petrol,9461,1,706000.0,Comprehensive,17.1,1199.0,110.0,5.0,4,4,No,Yes,FWD,Electronic,354.0,Kolkata
Renault,2014,Sedan,Manual,Diesel,59006,3,363000.0,Comprehensive,21.64,1461.0,200.0,5.0,4,4,No,Yes,FWD,Power,490.0,Kolkata
Toyota,2022,MUV,Manual,Diesel,10000,1,2400000.0,Third Party insurance,12.0,2393.0,343.0,7.0,4,4,No,Yes,RWD,Power,300.0,Kolkata
Maruti,2017,Sedan,Manual,Diesel,150000,2,492000.0,Third Party insurance,26.59,1248.0,190.0,5.0,4,4,No,Yes,FWD,Power,320.0,Kolkata
Honda,2016,Sedan,Manual,Petrol,40000,3,360000.0,Third Party insurance,17.8,1198.0,109.0,5.0,4,4,No,No,FWD,Power,400.0,Kolkata
Maruti,2009,Sedan,Manual,Diesel,80000,2,280000.0,Third Party insurance,19.3,1248.0,190.0,5.0,4,4,No,Yes,Two Wheel Drive,Power,464.0,Kolkata
Toyota,2016,SUV,Automatic,Diesel,90000,1,1640000.0,Third Party insurance,12.55,2982.0,360.0,7.0,4,4,No,Yes,FWD,Power,296.0,Kolkata
Land Rover,2012,SUV,Automatic,Diesel,80000,2,950000.0,Third Party insurance,12.35,2179.0,420.0,5.0,4,4,No,Yes,4WD,Power,755.0,Kolkata
Toyota,2014,SUV,Manual,Diesel,73000,2,1299000.0,Comprehensive,12.55,2982.0,343.0,7.0,4,4,No,Yes,4WD,Power,296.0,Kolkata
Maruti,2010,Hatchback,Manual,Petrol,150000,1,250000.0,Third Party insurance,18.9,998.0,90.0,5.0,3,4,No,No,FWD,Power,296.0,Kolkata
Mercedes-Benz,2018,Sedan,Automatic,Diesel,33600,1,3950000.0,Third Party insurance,18.0,2987.0,620.0,5.0,6,4,No,Yes,RWD,Electronic,540.0,Kolkata
Toyota,2011,Hatchback,Manual,Diesel,60000,3,250000.0,Third Party insurance,23.59,1364.0,620.0,5.0,4,4,No,Yes,RWD,Power,540.0,Kolkata
Honda,2016,Hatchback,Manual,Petrol,82286,1,373000.0,Third Party insurance,18.7,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Kolkata
Honda,2010,SUV,Manual,Petrol,59880,2,415000.0,Third Party insurance,14.0,1997.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Kolkata
Toyota,2021,MUV,Manual,Diesel,29841,1,2200000.0,Comprehensive,12.0,2393.0,343.0,8.0,4,4,No,Yes,RWD,Power,300.0,Kolkata
Maruti,2022,Hatchback,Manual,Petrol,10518,1,517000.0,Comprehensive,25.24,998.0,89.0,5.0,3,4,No,Yes,RWD,Electronic,313.0,Kolkata
Maruti,2020,Hatchback,Manual,Petrol,6204,1,456000.0,Comprehensive,23.1,998.0,90.0,5.0,3,4,No,No,FWD,Power,235.0,Kolkata
Mahindra,2020,MUV,Manual,Diesel,20000,1,1250000.0,Third Party insurance,17.3,1497.0,300.0,8.0,4,4,No,No,FWD,Electronic,190.0,Kolkata
Hyundai,2013,Hatchback,Manual,Petrol,23696,1,311000.0,Third Party insurance,18.5,1197.0,113.7,5.0,4,4,No,No,FWD,Power,190.0,Kolkata
Toyota,2016,MUV,Manual,Diesel,112000,1,950000.0,Third Party insurance,12.99,2494.0,200.0,8.0,4,4,No,Yes,RWD,Power,300.0,Kolkata
Maruti,2020,Hatchback,Manual,Petrol,7569,1,305000.0,Comprehensive,22.05,796.0,69.0,5.0,3,4,No,Yes,RWD,Power,300.0,Kolkata
Maruti,2019,Hatchback,Automatic,Petrol,18800,1,583000.0,Comprehensive,21.21,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,268.0,Kolkata
Renault,2018,Hatchback,Automatic,Petrol,32147,1,250000.0,Third Party insurance,24.04,999.0,91.0,5.0,3,4,No,No,FWD,Power,300.0,Kolkata
Ford,2016,SUV,Manual,Petrol,27000,1,430000.0,Comprehensive,17.0,1497.0,150.0,5.0,3,4,No,No,FWD,Power,352.0,Kolkata
Chevrolet,2010,Hatchback,Manual,Petrol,35100,1,150000.0,Third Party insurance,18.6,1199.0,108.0,5.0,4,4,No,No,FWD,Power,170.0,Kolkata
Tata,2022,SUV,Manual,Petrol,20000,1,650000.0,Third Party insurance,17.33,1199.0,170.0,5.0,3,4,No,No,FWD,Electronic,350.0,Kolkata
Hyundai,2014,Hatchback,Manual,Petrol,31458,1,330000.0,Comprehensive,18.9,1197.0,114.0,5.0,4,4,No,No,FWD,Power,256.0,Kolkata
Audi,2015,Sedan,Automatic,Petrol,12000,1,1499000.0,Third Party insurance,15.64,1798.0,320.0,5.0,4,4,No,Yes,FWD,Power,480.0,Kolkata
Honda,2021,Sedan,Manual,Petrol,10000,1,675000.0,Third Party insurance,18.6,1199.0,110.0,5.0,4,4,No,No,FWD,Electronic,420.0,Kolkata
Maruti,2018,SUV,Automatic,Diesel,32000,1,775000.0,Comprehensive,24.3,1248.0,200.0,5.0,4,4,No,Yes,FWD,Power,328.0,Kolkata
Maruti,2012,Hatchback,Manual,Diesel,37659,1,280000.0,Comprehensive,22.9,1248.0,190.0,5.0,4,4,No,Yes,FWD,Power,232.0,Kolkata
Maruti,2020,Sedan,Automatic,Petrol,31479,1,588000.0,Comprehensive,22.61,1197.0,113.0,5.0,4,4,No,Yes,FWD,Electronic,378.0,Kolkata
Maruti,2019,Hatchback,Manual,Petrol,10998,1,329000.0,Comprehensive,22.05,796.0,69.0,5.0,3,4,No,Yes,FWD,Electronic,378.0,Kolkata
Renault,2021,Hatchback,Automatic,Petrol,10000,1,460000.0,Third Party insurance,22.0,999.0,91.0,5.0,3,4,No,No,FWD,Electronic,279.0,Kolkata
Maruti,2021,Hatchback,Manual,Cng,27370,1,479000.0,Comprehensive,32.52,998.0,78.0,5.0,3,4,No,No,FWD,Power,341.0,Kolkata
Maruti,2016,Hatchback,Manual,Petrol,39714,1,380000.0,Comprehensive,20.4,1197.0,113.0,5.0,4,4,No,No,FWD,Power,204.0,Kolkata
